Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Arzier-Le Muids;1273;0;Arzier-Le Muids;5702;VD;6.133495303;46.49082624;fr;01.04.2015
Bassins;1269;0;Bassins;5703;VD;6.200008309;46.48778077;fr;01.07.2008
Begnins;1268;0;Begnins;5704;VD;6.252561515;46.44684857;fr;01.07.2008
Bogis-Bossey;1279;2;Bogis-Bossey;5705;VD;6.16545292;46.35472071;fr;01.07.2008
Borex;1277;0;Borex;5706;VD;6.179813097;46.37945913;fr;01.07.2008
Chavannes-de-Bogis;1279;0;Chavannes-de-Bogis;5707;VD;6.153388686;46.33944974;fr;01.07.2008
Chavannes-des-Bois;1290;2;Chavannes-des-Bois;5708;VD;6.136543634;46.3154324;fr;01.07.2008
Chéserex;1275;0;Chéserex;5709;VD;6.14820858;46.41068181;fr;01.07.2008
Gingins;1276;0;Chéserex;5709;VD;6.099645299;46.42519759;fr;01.07.2008
Coinsins;1267;2;Coinsins;5710;VD;6.236486345;46.42461071;fr;01.07.2008
Commugny;1291;0;Commugny;5711;VD;6.164397865;46.32361792;fr;01.07.2008
Coppet;1296;0;Coppet;5712;VD;6.189283687;46.32070491;fr;01.07.2008
Founex;1297;0;Coppet;5712;VD;6.187859139;46.3284645;fr;01.07.2008
Crans VD;1299;0;Crans (VD);5713;VD;6.202396774;46.36344956;fr;01.01.2021
Crassier;1263;0;Crassier;5714;VD;6.168669855;46.37585684;fr;01.07.2008
Duillier;1266;0;Duillier;5715;VD;6.23087016;46.40915275;fr;01.07.2008
Eysins;1262;0;Eysins;5716;VD;6.205432908;46.37942454;fr;01.07.2008
Founex;1297;0;Founex;5717;VD;6.18360415;46.33615136;fr;01.07.2008
Genolier;1272;0;Genolier;5718;VD;6.221739973;46.43435388;fr;01.07.2008
Gingins;1276;0;Gingins;5719;VD;6.154366677;46.42513858;fr;01.07.2008
Givrins;1271;0;Givrins;5720;VD;6.194333475;46.43307045;fr;01.07.2008
Genolier;1272;0;Givrins;5720;VD;6.19916191;46.43803121;fr;01.07.2008
Gland;1196;0;Gland;5721;VD;6.275149916;46.4144642;fr;01.07.2008
Grens;1274;3;Grens;5722;VD;6.191260803;46.39612499;fr;01.07.2008
Versoix;1290;0;Mies;5723;VD;6.157254132;46.29877622;fr;01.07.2008
Mies;1295;1;Mies;5723;VD;6.16964037;46.30366653;fr;01.07.2008
Nyon;1260;0;Nyon;5724;VD;6.226958452;46.38296369;fr;01.07.2008
Prangins;1197;0;Prangins;5725;VD;6.256180508;46.40164814;fr;01.07.2008
Nyon;1260;0;Prangins;5725;VD;6.239614779;46.39382496;fr;01.07.2008
Chéserex;1275;0;La Rippe;5726;VD;6.147547125;46.39865683;fr;01.07.2008
La Rippe;1278;0;La Rippe;5726;VD;6.119912171;46.40483351;fr;01.07.2008
St-Cergue;1264;0;Saint-Cergue;5727;VD;6.137724807;46.45077845;fr;01.07.2008
La Cure;1265;0;Saint-Cergue;5727;VD;6.094925698;46.46283598;fr;01.07.2008
Gingins;1276;0;Saint-Cergue;5727;VD;6.17537467;46.42630216;fr;01.07.2008
Signy;1274;1;Signy-Avenex;5728;VD;6.202907029;46.39320594;fr;01.07.2008
Tannay;1295;2;Tannay;5729;VD;6.172203448;46.31100823;fr;01.07.2008
Trélex;1270;0;Trélex;5730;VD;6.19513717;46.41852476;fr;01.07.2008
Grens;1274;3;Trélex;5730;VD;6.198274371;46.40661916;fr;01.07.2008
Le Vaud;1261;33;Le Vaud;5731;VD;6.233896538;46.47997653;fr;01.07.2008
Vich;1267;1;Vich;5732;VD;6.249802793;46.43001763;fr;01.07.2008
L'Abergement;1355;0;L'Abergement;5741;VD;6.481747739;46.75436407;fr;01.07.2008
Lignerolle;1357;0;L'Abergement;5741;VD;6.446966403;46.76517782;fr;01.07.2008
Agiez;1352;0;Agiez;5742;VD;6.508659469;46.71613456;fr;01.07.2008
Arnex-sur-Orbe;1321;0;Arnex-sur-Orbe;5743;VD;6.518337347;46.69460435;fr;01.07.2008
Ballaigues;1338;0;Ballaigues;5744;VD;6.410441213;46.7351672;fr;01.07.2008
Baulmes;1446;0;Baulmes;5745;VD;6.503533135;46.78741675;fr;01.07.2008
L'Auberson;1454;0;Baulmes;5745;VD;6.450016343;46.7990568;fr;01.07.2008
Bavois;1372;0;Bavois;5746;VD;6.565485896;46.68075201;fr;01.07.2008
Bofflens;1353;0;Bofflens;5747;VD;6.494981906;46.70344042;fr;01.07.2008
Bretonnières;1329;0;Bretonnières;5748;VD;6.469550496;46.71390685;fr;01.07.2008
Chavornay;1373;0;Chavornay;5749;VD;6.56387022;46.70481777;fr;01.07.2008
Corcelles-sur-Chavornay;1374;0;Chavornay;5749;VD;6.607176236;46.69876915;fr;01.07.2008
Essert-Pittet;1435;0;Chavornay;5749;VD;6.579610261;46.72736208;fr;01.07.2008
Les Clées;1356;0;Les Clées;5750;VD;6.46480205;46.72866445;fr;01.07.2008
La Russille;1356;2;Les Clées;5750;VD;6.489959153;46.73957418;fr;01.07.2008
Croy;1322;0;Croy;5752;VD;6.485316295;46.68555909;fr;01.07.2008
Juriens;1326;0;Juriens;5754;VD;6.442323392;46.67905854;fr;01.07.2008
Lignerolle;1357;0;Lignerolle;5755;VD;6.443605228;46.75153581;fr;01.07.2008
Montcherand;1354;0;Montcherand;5756;VD;6.511089701;46.73457951;fr;01.07.2008
Orbe;1350;0;Orbe;5757;VD;6.543264073;46.72267612;fr;01.07.2008
La Praz;1148;6;La Praz;5758;VD;6.424588044;46.66879605;fr;01.07.2008
Premier;1324;0;Premier;5759;VD;6.44472665;46.71209579;fr;01.07.2008
Rances;1439;0;Rances;5760;VD;6.514896845;46.76504811;fr;01.07.2008
Romainmôtier;1323;0;Romainmôtier-Envy;5761;VD;6.455644437;46.67184176;fr;01.07.2008
Sergey;1355;2;Sergey;5762;VD;6.50074103;46.7517067;fr;01.07.2008
Valeyres-sous-Rances;1358;0;Valeyres-sous-Rances;5763;VD;6.538155867;46.74829807;fr;01.07.2008
Vallorbe;1337;0;Vallorbe;5764;VD;6.374564295;46.70801793;fr;01.07.2008
Vaulion;1325;0;Vaulion;5765;VD;6.37351494;46.68175425;fr;01.07.2008
Champvent;1443;0;Vuiteboeuf;5766;VD;6.570844278;46.79634461;fr;01.07.2008
Vuiteboeuf;1445;0;Vuiteboeuf;5766;VD;6.550559844;46.80588826;fr;01.07.2008
Corcelles-le-Jorat;1082;0;Corcelles-le-Jorat;5785;VD;6.730355281;46.59882249;fr;01.07.2008
Hermenches;1513;0;Corcelles-le-Jorat;5785;VD;6.744824273;46.62272396;fr;01.07.2008
Maracon;1613;0;Maracon;5790;VD;6.875128478;46.55605;fr;01.07.2008
Montpreveyres;1081;0;Montpreveyres;5792;VD;6.738328029;46.58207434;fr;01.07.2008
Ropraz;1088;0;Ropraz;5798;VD;6.751144914;46.60978995;fr;01.07.2008
Servion;1077;0;Servion;5799;VD;6.779674828;46.57442584;fr;01.07.2008
Les Cullayes;1080;0;Servion;5799;VD;6.755940047;46.57190898;fr;01.07.2008
Carrouge VD;1084;0;Vulliens;5803;VD;6.788527338;46.60122158;fr;01.07.2008
Vulliens;1085;0;Vulliens;5803;VD;6.792457954;46.62514711;fr;01.07.2008
Montaubion-Chardonney;1041;22;Jorat-Menthue;5804;VD;6.713908254;46.64566059;fr;01.07.2008
Villars-Tiercelin;1058;0;Jorat-Menthue;5804;VD;6.713417465;46.61710747;fr;01.07.2008
Peney-le-Jorat;1059;0;Jorat-Menthue;5804;VD;6.729011461;46.62901832;fr;01.07.2008
Villars-Mendraz;1061;0;Jorat-Menthue;5804;VD;6.727329978;46.64780636;fr;01.07.2008
Sottens;1062;0;Jorat-Menthue;5804;VD;6.746622695;46.65135458;fr;01.07.2008
Peyres-Possens;1063;4;Jorat-Menthue;5804;VD;6.71811924;46.65935982;fr;01.07.2008
Essertes;1078;0;Oron;5805;VD;6.78767651;46.56190287;fr;01.07.2008
Palézieux;1607;0;Oron;5805;VD;6.84041751;46.54326373;fr;01.07.2008
Palézieux-Village;1607;1;Oron;5805;VD;6.834686199;46.55187702;fr;01.07.2008
Les Tavernes;1607;3;Oron;5805;VD;6.809829228;46.55292311;fr;01.07.2008
Les Thioleyres;1607;4;Oron;5805;VD;6.814192879;46.53743386;fr;01.07.2008
Oron-le-Châtel;1608;0;Oron;5805;VD;6.840225739;46.57293821;fr;01.07.2008
Bussigny-sur-Oron;1608;2;Oron;5805;VD;6.863198105;46.56995412;fr;01.07.2008
Chesalles-sur-Oron;1608;3;Oron;5805;VD;6.853172788;46.57286878;fr;01.07.2008
Oron-la-Ville;1610;0;Oron;5805;VD;6.824958298;46.56950972;fr;01.07.2008
Châtillens;1610;1;Oron;5805;VD;6.806191061;46.5622393;fr;01.07.2008
Vuibroye;1610;2;Oron;5805;VD;6.804661038;46.57139726;fr;01.07.2008
Ecoteaux;1612;0;Oron;5805;VD;6.857131625;46.55093554;fr;01.07.2008
Ferlens VD;1076;0;Jorat-Mézières;5806;VD;6.787425797;46.59007943;fr;01.07.2008
Mézières VD;1083;0;Jorat-Mézières;5806;VD;6.763926344;46.58798239;fr;01.07.2008
Carrouge VD;1084;0;Jorat-Mézières;5806;VD;6.774521655;46.60247935;fr;01.07.2008
Champtauroz;1537;0;Champtauroz;5812;VD;6.785504171;46.75881755;fr;01.07.2008
Chevroux;1545;0;Chevroux;5813;VD;6.910961716;46.89042053;fr;01.07.2008
Corcelles-près-Payerne;1562;0;Corcelles-près-Payerne;5816;VD;6.965629907;46.84608733;fr;01.07.2008
Cousset;1774;0;Corcelles-près-Payerne;5816;VD;6.970752289;46.82744527;fr;01.07.2008
Grandcour;1543;0;Grandcour;5817;VD;6.928294741;46.87382025;fr;01.07.2008
Henniez;1525;0;Henniez;5819;VD;6.886959673;46.74219773;fr;01.07.2008
Missy;1565;0;Missy;5821;VD;6.973504676;46.87756088;fr;01.07.2008
Payerne;1530;0;Payerne;5822;VD;6.931422299;46.82558361;fr;01.07.2008
Vers-chez-Perrin;1551;0;Payerne;5822;VD;6.948186203;46.79688789;fr;01.07.2008
Corcelles-près-Payerne;1562;0;Payerne;5822;VD;6.947088655;46.84489589;fr;01.07.2008
Trey;1552;0;Trey;5827;VD;6.923463065;46.77258618;fr;01.07.2008
Treytorrens (Payerne);1538;0;Treytorrens (Payerne);5828;VD;6.803738328;46.77520846;fr;01.07.2008
Sédeilles;1554;0;Villarzel;5830;VD;6.930783872;46.74427461;fr;01.07.2008
Rossens VD;1554;2;Villarzel;5830;VD;6.923264451;46.73309547;fr;01.07.2008
Villarzel;1555;0;Villarzel;5830;VD;6.907978799;46.74218292;fr;01.07.2008
Nuvilly;1485;0;Valbroye;5831;VD;6.840409886;46.77724618;fr;01.07.2008
Granges-près-Marnand;1523;0;Valbroye;5831;VD;6.883964275;46.76676132;fr;01.07.2008
Marnand;1524;0;Valbroye;5831;VD;6.902477802;46.75872861;fr;01.07.2008
Seigneux;1525;2;Valbroye;5831;VD;6.874607674;46.72874892;fr;01.07.2008
Sassel;1534;0;Valbroye;5831;VD;6.859350219;46.77732225;fr;01.07.2008
Combremont-le-Grand;1535;0;Valbroye;5831;VD;6.823269143;46.76503652;fr;01.07.2008
Combremont-le-Petit;1536;0;Valbroye;5831;VD;6.803253751;46.7462016;fr;01.07.2008
Villars-Bramard;1682;4;Valbroye;5831;VD;6.903304452;46.72053622;fr;01.07.2008
Cerniaz VD;1682;5;Valbroye;5831;VD;6.898618434;46.72916491;fr;01.07.2008
Rougemont;1659;0;Château-d'Oex;5841;VD;7.179726748;46.47567995;fr;01.07.2008
Flendruz;1659;2;Château-d'Oex;5841;VD;7.160606718;46.51421071;fr;01.07.2008
Château-d'Oex;1660;0;Château-d'Oex;5841;VD;7.150283336;46.47488363;fr;01.07.2008
Les Moulins;1660;2;Château-d'Oex;5841;VD;7.090604553;46.45093524;fr;01.07.2008
L'Etivaz;1660;3;Château-d'Oex;5841;VD;7.162178554;46.40813797;fr;01.07.2008
La Lécherette;1660;4;Château-d'Oex;5841;VD;7.089276027;46.42139102;fr;01.07.2008
Rossinière;1658;0;Rossinière;5842;VD;7.062494173;46.46662068;fr;01.07.2008
La Tine;1658;2;Rossinière;5842;VD;7.047759345;46.47204768;fr;01.07.2008
Rougemont;1659;0;Rougemont;5843;VD;7.212959475;46.48830244;fr;01.07.2008
Flendruz;1659;2;Rougemont;5843;VD;7.171974537;46.5146216;fr;01.07.2008
Allaman;1165;0;Allaman;5851;VD;6.392999588;46.47005653;fr;01.07.2008
Bursinel;1195;3;Bursinel;5852;VD;6.309777561;46.44155649;fr;01.07.2008
Bursins;1183;0;Bursins;5853;VD;6.288799631;46.44868376;fr;01.07.2008
Burtigny;1268;2;Bursins;5853;VD;6.278686818;46.46273975;fr;01.07.2008
Burtigny;1268;2;Burtigny;5854;VD;6.26576928;46.47055514;fr;01.07.2008
Dully;1195;2;Dully;5855;VD;6.294596664;46.43141469;fr;01.07.2008
Rolle;1180;0;Essertines-sur-Rolle;5856;VD;6.32097139;46.46927883;fr;01.07.2008
Tartegnin;1180;2;Essertines-sur-Rolle;5856;VD;6.318584981;46.46642067;fr;01.07.2008
Mont-sur-Rolle;1185;0;Essertines-sur-Rolle;5856;VD;6.32442182;46.46414165;fr;01.07.2008
Essertines-sur-Rolle;1186;0;Essertines-sur-Rolle;5856;VD;6.305352475;46.48502674;fr;01.07.2008
Rolle;1180;0;Gilly;5857;VD;6.317548818;46.44928385;fr;01.07.2008
Gilly;1182;0;Gilly;5857;VD;6.299514931;46.4622076;fr;01.07.2008
Bursins;1183;0;Gilly;5857;VD;6.298801989;46.44700663;fr;01.07.2008
Essertines-sur-Rolle;1186;0;Gilly;5857;VD;6.299315091;46.47837018;fr;01.07.2008
Bursinel;1195;3;Gilly;5857;VD;6.309472424;46.44825327;fr;01.07.2008
Luins;1184;0;Luins;5858;VD;6.276978809;46.43769848;fr;01.07.2008
Mont-sur-Rolle;1185;0;Mont-sur-Rolle;5859;VD;6.337673803;46.47777844;fr;01.07.2008
Perroy;1166;0;Perroy;5860;VD;6.358374314;46.4708571;fr;01.07.2008
Rolle;1180;0;Rolle;5861;VD;6.327827024;46.45978536;fr;01.07.2008
Tartegnin;1180;2;Tartegnin;5862;VD;6.314819153;46.46698239;fr;01.07.2008
Vinzel;1184;1;Vinzel;5863;VD;6.278884094;46.44813382;fr;01.07.2008
Burtigny;1268;2;Vinzel;5863;VD;6.272015513;46.45620999;fr;01.07.2008
Le Pont;1342;0;L'Abbaye;5871;VD;6.336559355;46.66959159;fr;01.07.2008
L'Abbaye;1344;0;L'Abbaye;5871;VD;6.32466231;46.63570164;fr;01.07.2008
Les Bioux;1346;0;L'Abbaye;5871;VD;6.294420332;46.61124215;fr;01.07.2008
L'Orient;1341;0;Le Chenit;5872;VD;6.262096992;46.59282535;fr;01.05.2019
Le Sentier;1347;0;Le Chenit;5872;VD;6.199754641;46.61231431;fr;01.07.2008
Le Solliat;1347;1;Le Chenit;5872;VD;6.22028545;46.62609594;fr;01.07.2008
Le Brassus;1348;0;Le Chenit;5872;VD;6.198267596;46.56888639;fr;01.07.2008
Les Charbonnières;1343;0;Le Lieu;5873;VD;6.298392882;46.67828576;fr;01.07.2008
Le Lieu;1345;0;Le Lieu;5873;VD;6.260066448;46.65190319;fr;01.07.2008
Le Séchey;1345;1;Le Lieu;5873;VD;6.29772822;46.65689979;fr;01.01.2013
Le Mont-Pèlerin;1801;0;Chardonne;5882;VD;6.824542113;46.49581866;fr;01.07.2008
Chardonne;1803;0;Chardonne;5882;VD;6.818848091;46.47824067;fr;01.07.2008
Corseaux;1802;0;Corseaux;5883;VD;6.826841635;46.47064771;fr;01.07.2008
Corsier-sur-Vevey;1804;0;Corsier-sur-Vevey;5884;VD;6.851061982;46.47775975;fr;01.07.2008
Jongny;1805;0;Corsier-sur-Vevey;5884;VD;6.844108371;46.47676314;fr;01.07.2008
Les Monts-de-Corsier;1808;0;Corsier-sur-Vevey;5884;VD;6.874717777;46.50085781;fr;01.07.2008
Fenil-sur-Corsier;1809;0;Corsier-sur-Vevey;5884;VD;6.867774427;46.48579677;fr;01.07.2008
Chardonne;1803;0;Jongny;5885;VD;6.839918243;46.47999898;fr;01.07.2008
Corsier-sur-Vevey;1804;0;Jongny;5885;VD;6.845739975;46.47785896;fr;01.07.2008
Jongny;1805;0;Jongny;5885;VD;6.845377415;46.48742509;fr;01.07.2008
Blonay;1807;0;Montreux;5886;VD;6.895379055;46.45608898;fr;01.07.2008
Clarens;1815;0;Montreux;5886;VD;6.889912125;46.44646395;fr;01.07.2008
Chailly-Montreux;1816;0;Montreux;5886;VD;6.892347555;46.45295159;fr;01.07.2008
Brent;1817;0;Montreux;5886;VD;6.903883225;46.45291699;fr;01.07.2008
Montreux;1820;0;Montreux;5886;VD;6.912274136;46.4350374;fr;01.07.2008
Territet;1820;5;Montreux;5886;VD;6.925045884;46.42528735;fr;01.07.2008
Chernex;1822;0;Montreux;5886;VD;6.917622023;46.43989709;fr;01.07.2008
Glion;1823;0;Montreux;5886;VD;6.933709565;46.43850176;fr;01.07.2008
Caux;1824;0;Montreux;5886;VD;6.967599455;46.44348215;fr;01.07.2008
Chamby;1832;0;Montreux;5886;VD;6.919098227;46.45277069;fr;01.07.2008
Villard-sur-Chamby;1832;2;Montreux;5886;VD;6.93088319;46.46684004;fr;01.07.2008
Les Avants;1833;0;Montreux;5886;VD;6.954969824;46.46633202;fr;01.07.2008
La Tour-de-Peilz;1814;0;La Tour-de-Peilz;5889;VD;6.867539885;46.45503536;fr;01.07.2008
Vevey;1800;0;Vevey;5890;VD;6.847908297;46.46428067;fr;01.07.2008
Veytaux;1820;6;Veytaux;5891;VD;6.957858262;46.42774968;fr;01.07.2008
St-Légier-La Chiésaz;1806;0;Blonay - Saint-Légier;5892;VD;6.90744498;46.50076376;fr;01.07.2008
Blonay;1807;0;Blonay - Saint-Légier;5892;VD;6.908416229;46.4756822;fr;01.07.2008
Belmont-sur-Yverdon;1432;0;Belmont-sur-Yverdon;5902;VD;6.62471098;46.73778898;fr;01.07.2008
Ogens;1045;0;Bioley-Magnoux;5903;VD;6.730618684;46.71983999;fr;01.07.2008
Bioley-Magnoux;1407;4;Bioley-Magnoux;5903;VD;6.714757259;46.72748646;fr;01.07.2008
Chamblon;1436;2;Chamblon;5904;VD;6.59659356;46.77656349;fr;01.07.2008
Champvent;1443;0;Champvent;5905;VD;6.563193052;46.78536431;fr;01.07.2008
Essert-sous-Champvent;1443;2;Champvent;5905;VD;6.584068747;46.79410939;fr;01.07.2008
Villars-sous-Champvent;1443;3;Champvent;5905;VD;6.584455453;46.78523458;fr;01.07.2008
Chavannes-le-Chêne;1464;0;Chavannes-le-Chêne;5907;VD;6.780235663;46.78012528;fr;01.07.2008
Chêne-Pâquier;1464;2;Chêne-Pâquier;5908;VD;6.771008333;46.76553916;fr;01.07.2008
Cheseaux-Noréaz;1400;5;Cheseaux-Noréaz;5909;VD;6.687851724;46.78952955;fr;01.07.2008
Cronay;1406;0;Cronay;5910;VD;6.700791527;46.75502299;fr;01.07.2008
Cheseaux-Noréaz;1400;5;Cuarny;5911;VD;6.673926058;46.77562054;fr;01.07.2008
Cuarny;1404;0;Cuarny;5911;VD;6.691114765;46.77084644;fr;01.07.2008
Démoret;1415;2;Démoret;5912;VD;6.758701798;46.7488102;fr;01.07.2008
Donneloye;1407;0;Donneloye;5913;VD;6.719809821;46.74729192;fr;01.07.2008
Gossens;1407;2;Donneloye;5913;VD;6.697220027;46.73982486;fr;01.07.2008
Mézery-près-Donneloye;1407;3;Donneloye;5913;VD;6.730735283;46.75331269;fr;01.07.2008
Prahins;1408;0;Donneloye;5913;VD;6.733160562;46.73586761;fr;01.07.2008
Ependes VD;1434;0;Ependes (VD);5914;VD;6.602518124;46.74614538;fr;01.07.2008
Mathod;1438;0;Mathod;5919;VD;6.567655238;46.7621146;fr;01.07.2008
Molondin;1415;0;Molondin;5921;VD;6.748685143;46.76488476;fr;01.07.2008
Montagny-près-Yverdon;1442;0;Montagny-près-Yverdon;5922;VD;6.610306014;46.78945401;fr;01.07.2008
Oppens;1047;0;Oppens;5923;VD;6.694598925;46.71618382;fr;01.07.2008
Orges;1430;0;Orges;5924;VD;6.580704023;46.81249879;fr;01.07.2008
Orzens;1413;0;Orzens;5925;VD;6.684224288;46.72940279;fr;01.07.2008
Pomy;1405;0;Pomy;5926;VD;6.669074505;46.75859756;fr;01.07.2008
Rovray;1463;0;Rovray;5928;VD;6.767147778;46.7874615;fr;01.07.2008
Suchy;1433;0;Suchy;5929;VD;6.603945776;46.72091253;fr;01.07.2008
Suscévaz;1437;0;Suscévaz;5930;VD;6.587273749;46.7625352;fr;01.07.2008
Treycovagnes;1436;0;Treycovagnes;5931;VD;6.606857362;46.77088267;fr;01.07.2008
Ursins;1412;2;Ursins;5932;VD;6.669625339;46.73457977;fr;01.07.2008
Valeyres-sous-Montagny;1441;0;Valeyres-sous-Montagny;5933;VD;6.601668078;46.80079461;fr;01.07.2008
Valeyres-sous-Ursins;1412;0;Valeyres-sous-Ursins;5934;VD;6.653964483;46.74493901;fr;01.07.2008
Villars-Epeney;1404;2;Villars-Epeney;5935;VD;6.697611853;46.78257419;fr;01.07.2008
Vugelles-La Mothe;1431;0;Vugelles-La Mothe;5937;VD;6.576048336;46.82548305;fr;01.07.2008
Yverdon-les-Bains;1400;0;Yverdon-les-Bains;5938;VD;6.642293367;46.77560269;fr;01.07.2008
Gressy;1432;2;Yverdon-les-Bains;5938;VD;6.637253098;46.751297;fr;01.07.2008
Yvonand;1462;0;Yvonand;5939;VD;6.731050022;46.7892509;fr;01.07.2008
Brig;3900;0;Brig-Glis;6002;VS;7.997167887;46.31441338;de;01.07.2008
Gamsen;3900;2;Brig-Glis;6002;VS;7.944708935;46.2948567;de;01.07.2008
Brigerbad;3900;3;Brig-Glis;6002;VS;7.923780655;46.30240246;de;01.07.2008
Glis;3902;0;Brig-Glis;6002;VS;7.982991043;46.29187453;de;01.07.2008
Eggerberg;3939;0;Eggerberg;6004;VS;7.887061346;46.31881104;de;01.07.2008
Brig;3900;0;Naters;6007;VS;8.000914509;46.3233923;de;01.07.2008
Mund;3903;0;Naters;6007;VS;7.920736814;46.35846779;de;01.07.2008
Birgisch;3903;1;Naters;6007;VS;7.963996952;46.3318822;de;01.07.2008
Naters;3904;0;Naters;6007;VS;7.982202302;46.33553117;de;01.07.2008
Blatten b. Naters;3914;0;Naters;6007;VS;7.992157101;46.3678967;de;01.07.2008
Belalp;3914;1;Naters;6007;VS;7.978026703;46.4163516;de;01.07.2008
Brig;3900;0;Ried-Brig;6008;VS;8.003263824;46.31963247;de;01.07.2008
Rothwald;3901;23;Ried-Brig;6008;VS;8.067788938;46.27845688;de;01.07.2008
Ried-Brig;3911;0;Ried-Brig;6008;VS;8.043404635;46.28858997;de;01.07.2008
Simplon Dorf;3907;0;Simplon;6009;VS;8.064438604;46.20207913;de;01.07.2008
Simplon Hospiz;3907;2;Simplon;6009;VS;8.011355323;46.23516121;de;01.07.2008
Gabi (Simplon);3907;3;Simplon;6009;VS;8.0833611;46.18672145;de;01.07.2008
Brig;3900;0;Termen;6010;VS;8.006060968;46.32297112;de;01.07.2008
Termen;3912;0;Termen;6010;VS;8.047850375;46.33128;de;01.07.2008
Rosswald;3913;0;Termen;6010;VS;8.078717872;46.31431641;de;01.07.2008
Bitsch;3982;0;Termen;6010;VS;8.016016853;46.33222909;de;01.07.2008
Simplon Dorf;3907;0;Zwischbergen;6011;VS;8.109877529;46.22574873;de;01.07.2008
Gabi (Simplon);3907;3;Zwischbergen;6011;VS;8.074504376;46.18073118;de;01.07.2008
Gondo;3907;4;Zwischbergen;6011;VS;8.090910592;46.14643403;de;01.07.2008
Ardon;1957;0;Ardon;6021;VS;7.238745199;46.2353455;fr;01.07.2008
Riddes;1908;0;Chamoson;6022;VS;7.230299867;46.17839227;fr;01.07.2008
Chamoson;1955;0;Chamoson;6022;VS;7.219597746;46.20057796;fr;01.07.2008
Mayens-de-Chamoson;1955;1;Chamoson;6022;VS;7.165689651;46.2224068;fr;01.07.2008
Les Vérines (Chamoson);1955;2;Chamoson;6022;VS;7.204117338;46.22325987;fr;01.07.2008
Némiaz (Chamoson);1955;3;Chamoson;6022;VS;7.226475676;46.21507542;fr;01.07.2008
Grugnay (Chamoson);1955;4;Chamoson;6022;VS;7.214726113;46.20804455;fr;01.07.2008
St-Pierre-de-Clages;1955;5;Chamoson;6022;VS;7.242362283;46.19013032;fr;01.07.2008
Vétroz;1963;0;Conthey;6023;VS;7.260732913;46.22240657;fr;01.07.2008
Conthey;1964;0;Conthey;6023;VS;7.302199668;46.2178625;fr;01.07.2008
Savièse;1965;0;Conthey;6023;VS;7.312828403;46.30374062;fr;01.01.2018
St-Séverin;1975;0;Conthey;6023;VS;7.303788608;46.23900393;fr;01.07.2008
Erde;1976;0;Conthey;6023;VS;7.293785433;46.27147598;fr;01.07.2008
Aven;1976;1;Conthey;6023;VS;7.221243662;46.26830647;fr;01.07.2008
Daillon;1976;2;Conthey;6023;VS;7.309384466;46.25573985;fr;01.07.2008
Thyon;1988;1;Nendaz;6024;VS;7.367805693;46.17170722;fr;01.07.2008
Veysonnaz;1993;0;Nendaz;6024;VS;7.338291126;46.19017888;fr;01.07.2008
Clèbes (Nendaz);1993;2;Nendaz;6024;VS;7.348293766;46.18310717;fr;01.07.2008
Aproz (Nendaz);1994;2;Nendaz;6024;VS;7.306986266;46.20337938;fr;01.07.2008
Basse-Nendaz;1996;0;Nendaz;6024;VS;7.30784898;46.19260537;fr;01.07.2008
Fey (Nendaz);1996;1;Nendaz;6024;VS;7.273415228;46.18853978;fr;01.07.2008
Bieudron (Nendaz);1996;2;Nendaz;6024;VS;7.266347752;46.19086177;fr;01.07.2008
Condémines (Nendaz);1996;3;Nendaz;6024;VS;7.259327178;46.17694234;fr;01.07.2008
Saclentse;1996;4;Nendaz;6024;VS;7.31736187;46.17205416;fr;01.01.2012
Baar (Nendaz);1996;5;Nendaz;6024;VS;7.328940906;46.20424706;fr;01.07.2008
Beuson (Nendaz);1996;6;Nendaz;6024;VS;7.335643456;46.17463745;fr;01.07.2008
Brignon (Nendaz);1996;7;Nendaz;6024;VS;7.327117906;46.19420953;fr;01.07.2008
Haute-Nendaz;1997;0;Nendaz;6024;VS;7.287775213;46.16646967;fr;01.07.2008
Siviez (Nendaz);1997;1;Nendaz;6024;VS;7.320662283;46.12112415;fr;01.07.2008
Sornard (Nendaz);1997;2;Nendaz;6024;VS;7.303574682;46.18890785;fr;01.07.2008
Vétroz;1963;0;Vétroz;6025;VS;7.27672719;46.2175323;fr;01.07.2008
Aven;1976;1;Vétroz;6025;VS;7.23914968;46.26548415;fr;01.07.2008
Bourg-St-Pierre;1946;0;Bourg-Saint-Pierre;6032;VS;7.219177754;45.92999444;fr;01.07.2008
Liddes;1945;0;Liddes;6033;VS;7.218870115;45.987971;fr;01.07.2008
Fontaine Dessus (Liddes);1945;2;Liddes;6033;VS;7.170992521;46.0010815;fr;01.07.2008
Fontaine Dessous (Liddes);1945;3;Liddes;6033;VS;7.165103205;46.014015;fr;01.07.2008
Dranse (Liddes);1945;4;Liddes;6033;VS;7.181074893;45.98919277;fr;01.07.2008
Chandonne (Liddes);1945;5;Liddes;6033;VS;7.18579313;46.00946554;fr;01.07.2008
Rive Haute (Liddes);1945;6;Liddes;6033;VS;7.170872166;46.00614963;fr;01.07.2008
Fornex (Liddes);1945;7;Liddes;6033;VS;7.159332634;46.01082552;fr;01.07.2008
Les Moulins VS (Liddes);1945;8;Liddes;6033;VS;7.168067803;46.00462389;fr;01.07.2008
